,Unnamed: 0,IDcmpd,ID_zinc,ID_chemspider,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,hydrophobicity_index,active_moeity,other_activities,active_or_inactive,refs,AUC_0t,AUC_tinf,Rareas,Kd,Ke,Kd_hld,Ke_hlt,MRT,Vd,Cl,Tmax,Cpmax,pk_method,PPD,PPD_method,internal_standard,effect_types,animal_models,animal_weights,administration_routes,Dose,ID_test_type,taxid_path,strains,active_inactivec,IC50micromol,IC50microgML,MEC,IC90,MIC,IC_totallysis,IC_pourc,pourcentage,ICpourc_positive,pourcentage_positive,EC50,LD50,ED50,GI50,survival_index,IC_surv,cell_type,host_cell,animal_model,nbr_animal,animal_weight,age,experimental_model,dose,administration_route,treatment_periode,evaluation_method,studied_parameters,positive_control,selectivity_index,IC50_positive,IC90_positivec,LD50_positive,EC50_positive,ED50_positive,negative_control,IC50_negative,leishmanicide_activitie,cytotoxicity_degree,result,positive_result,effect_type
464,466,350,,,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C([H])C(Cl)=C1,,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,,,,"10.1021/cr400552x
",,,,,,,,,,,,,,,,,,,,,,Extracellular,lbraz,,,< 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
465,467,351,,,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C1Cl,,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,468,352,,,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,469,352,,,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,lbraz,,,216,,,,,,,,,,,,,,,,macrophages,,,,,,,,,,,,,,,,,,,,,,no toxicity,,,
468,470,353,,,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C(Cl)C(Cl)=C1,,,C18H16Cl2O4,367.22800000000007,,synthetic,trimethoxychalcone derivative,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,471,354,,,[H]C1=CC(Cl)=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,,C18H16Cl2O4,367.22800000000007,,synthetic,trimethoxychalcone derivative,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,,,< 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,472,359,,28488946,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CSC=C3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-thien-3-ylprop-2-en-1-one,,C17H12ClNOS,299.78200000000004,,synthetic,heterocyclic chalcone,,,methyl or halogen moieties at C-5 of the thiophenyl ring,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
471,473,360,,28491526,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)C=CS3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(3-methylthien-2-yl)prop-2-en-1-one  ,,C18H14ClNOS,313.809,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
472,474,361,,28489536,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC(C)=CS3)=CC2=C1,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(4-methylthien-2-yl)prop-2-en-1-one  
 ",,C18H14ClNOS,313.809,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x

",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
473,475,361,,28489536,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC(C)=CS3)=CC2=C1,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(4-methylthien-2-yl)prop-2-en-1-one  
 ",,C18H14ClNOS,313.809,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x

",,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lmaj,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,476,362,,28491041,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)S3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(5-methylthien-2-yl)prop-2-en-1-one,,C18H14ClNOS,327.828,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x

",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
475,477,363,,28490208,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(2,5-dimethylthien-3-yl)prop-2-en-1-one ",,C19H16ClNOS,341.854,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x

",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
476,478,364,,28488020,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)C=CS3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(3-chlorothien-2-yl)prop-2-en-1-one  ,,C17H11Cl2NOS,348.246,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x

",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
477,479,365,,28486952,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Cl)S3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(5-chlorothien-2-yl)prop-2-en-1-one ,,C17H11Cl2NOS,348.246,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
478,480,366,,28489230,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)SC(Cl)=C3)=CC2=C1,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(2,5-dichlorothien-3-yl)prop-2-en-1-one",,C17H10Cl3NOS,382.691,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
479,481,367,,28489231,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Br)C=CS3)=CC2=C1,(2E)-1-(3-Bromothien-2-yl)-3-(2-chloro-6-methylquinolin-3-yl)prop-2-en-1-one ,,C17H11BrClNOS,392.697,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
480,482,368,,28489483,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Br)S3)=CC2=C1,(2E)-1-(5-Bromothien-2-yl)-3-(2-chloro-6-methylquinolin-3-yl)prop-2-en-1-one ,,C17H11BrClNOS,392.697,,synthetic,heterocyclic chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
481,483,369,,24726300,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(I)S3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(5-iodothien-2-yl)prop-2-en-1-one ,,C17H11ClINOS,439.698,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
482,484,370,,34519043,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=CN3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(1H-pyrrol-2-yl)prop-2-en-1-one ,,C17H13ClN2O,296.751,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
483,485,371,,34519004,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)O3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(5-methyl-2-furyl)prop-2-en-1-one,,C18H14ClNO2,311.762,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
484,486,372,,34519003,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(2,5-dimethyl-3-furyl)prop-2-en-1-one  ",,C19H16ClNO2,325.789,,synthetic,heterocyclic chalcone,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
485,487,373,,34519002,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC4=CC=CC=C4O3)=CC2=C1,(2E)-1-(1-Benzofuran-2-yl)-3-(2-chloro-6-methylquinolin-3-yl)prop-2-en-1-one ,,C21H14ClNO2,347.794,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,"
",,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
486,488,374,,,[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC3=C(OCCO3)C=C1)=C2,"(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(2,3-dihydro-1,4-benzodi-oxin-6-yl)prop-2-en-1-one ",,C20H14ClNO3,351.7890000000001,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
487,489,375,,24744623,[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC=C3C=CC=CC3=C1)=C2,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(1-naphthyl)prop-2-en-1-one ,,C23H16ClNO,357.832,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
488,490,376,,34518957,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C4C=CC=CC4=CC=C3)=CC2=C1,(2E)-3-(2-Chloro-6-methylquinolin-3-yl)-1-(2-naphthyl)prop-2-en-1-one ,,C23H16ClNO,357.832,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
489,491,377,,34518956,[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=C3C=CC=CC3=CC3=C1C=CC=C3)=C2,(2E)-1-(9-Anthryl)-3-(2-chloro-6-methylquinolin-3-yl)prop-2-en-1-one,,C27H18ClNO,407.891,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
490,492,378,,,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CSC=C3)=CC2=C1,"(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-thien-3-ylprop-2-en-1-
one ",,C17H12ClNOS,313.8090000000001,,synthetic,heterocyclic chalcone,,,methyl or halogen moieties at C-5,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
491,493,379,,34518954,CC1=C(SC=C1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(3-methylthien-2-yl)prop-2-en-1-one  ,,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
492,494,380,,34518953,CC1=CSC(=C1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(4-methylthien-2-yl)prop-2-en-1-one  ,,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
493,495,381,,34518952,CC1=CC=C(S1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(5-methylthien-2-yl)prop-2-en-1-one,,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,"
",,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
494,496,382,,34518951,CC1=CC(C(=O)\C=C\C2=CC3=CC(C)=CC=C3N=C2Cl)=C(C)S1,"(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(2,5-dimethylthien-3-yl)prop-2-en-1-one ",,C19H16ClNO2S,357.854,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
495,497,383,,34518911,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)C=CS3)=CC2=C1,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(3-chlorothien-2-yl)prop-2-en-1-one ,,C17H11Cl2NO2S,364.246,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
496,498,384,,34518910,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Cl)S3)=CC2=C1,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(5-chlorothien-2-yl)prop-2-en-1-one ,,C17H11Cl2NO2S,364.246,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
497,499,385,,34518909,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)SC(Cl)=C3)=CC2=C1,"(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(2,5-dichlorothien-3-yl)prop-2-en-1-one ",,C17H10Cl3NO2S,398.691,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
498,500,386,,34518867,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Br)C=CS3)=CC2=C1,(2E)-1-(3-Bromothien-2-yl)-3-(2-chloro-6-methoxyquinolin-3-yl)prop-2-en-1-one,,C17H11BrClNO2S,408.697,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
499,501,387,,34518866,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Br)S3)=CC2=C1,(2E)-1-(5-Bromothien-2-yl)-3-(2-chloro-6-methoxyquinolin-3-yl)prop-2-en-1-one,,C17H11BrClNO2S,408.697,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
500,502,388,,34518813,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(I)S3)=CC2=C1,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(5-iodothien-2-yl)prop-2-en-1-one,,C17H11ClINO2S,455.697,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
501,503,389,,,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=CN3)=CC2=C1,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1(1H-pyrrol-2-yl)prop-2-en-1-one,,C17H13ClN2O,296.75700000000006,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
502,504,390,,34518811,CC1=CC=C(O1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(5-methyl-2-furyl)prop-2-en-1-one,,C18H14ClNO3,327.762,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
503,505,391,,34518810,CC1=CC(C(=O)\C=C\C2=CC3=CC(C)=CC=C3N=C2Cl)=C(C)S1,"(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(2,5-dimethyl-3-furyl)prop-2-en-1-one ",,C19H16ClNO3,341.788,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
504,506,392,,34518809,"

CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC4=CC=CC=C4O3)=CC2=C1",(2E)-1-(1-Benzofuran-2-yl)-3-(2-chloro-6-methoxyquinolin-3-yl)prop-2-en-1-one,,C21H14ClNO3,363.794,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
505,507,393,,,CC1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC3=C(OCCO3)C=C1)=C2,"(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(2,3-dihydro-1,4-benzodi-oxin-6-yl)prop-2-en-1-one",,C21H16ClNO3,365.81600000000014,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
506,508,394,,34518761,CC1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC=C3C=CC=CC3=C1)=C2,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(1-naphthyl)prop-2-en-1-one ,,C23H16ClNO2,373.832,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
507,509,395,,28490971,CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C4C=CC=CC4=CC=C3)=CC2=C1,(2E)-3-(2-Chloro-6-methoxyquinolin-3-yl)-1-(2-naphthyl)prop-2-en-1-one,,C23H16ClNO2,373.832,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
508,510,396,,34518760,CC1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=C3C=CC=CC3=CC3=C1C=CC=C3)=C2,(2E)-1-(9-Anthryl)-3-(2-chloro-6-methoxyquinolin-3-yl)prop-2-en-1-one  ,,C27H18ClNO2,423.89,,synthetic,heterocyclic chalcone,,,,,,10.1021/cr400552x,,,,,,,,,,,,,,,,,,,,,,Extracellular,lmaj,,,,0.16-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,amphotericin B,,0.56 microgML,,,,,,,,,,,
509,511,400,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC=C2Cl)C(OC)=C1,"2-chloro-20-hydroxy-40,60-dimethoxy-chalcone",,C17H15ClO4,318.7560000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
510,512,400,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC=C2Cl)C(OC)=C1,"2-chloro-20-hydroxy-40,60-dimethoxy-chalcone",,C17H15ClO4,318.7560000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
511,513,401,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC=C2C(O)=O)C(OC)=C1,"2-[-3-(20-Hydroxy-40,60-dimethoxy-phenyl)-3-oxoprop- 1enyl]benzoic acid",,C18H16O6,328.3200000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
512,514,401,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC=C2C(O)=O)C(OC)=C1,"2-[-3-(20-Hydroxy-40,60-dimethoxy-phenyl)-3-oxoprop- 1enyl]benzoic acid",,C18H16O6,328.3200000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
513,515,402,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC(=C2)[N+]([O-])=O)C(OC)=C1,"3-nitro-20-hydroxy-40,60-dimethoxy-chalcone",,C17H15NO6,329.3080000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
514,516,402,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=CC(=C2)[N+]([O-])=O)C(OC)=C1,"3-nitro-20-hydroxy-40,60-dimethoxy-chalcone",,C17H15NO6,329.3080000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
