CompoundID,SMILES,Biological Activity,% Inhibition ,IC50(µM/ml) ,IC50(µg/ml),Weight,Origin,Formula,Common name,Nature,Family,Sub family,References,References_
265,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",Inactive,,,,1517.669,Maesa balansae,C76H108O31,maesabalide III,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
266,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,Active,,,>32,1495.663,Maesa balansae,C74H110O31,maesabalide IV,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
266,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,Active,,,0.02,1495.663,Maesa balansae,C74H110O31,maesabalide IV,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
266,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,Inactive,,,,1495.663,Maesa balansae,C74H110O31,maesabalide IV,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
267,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)OC(=O)C)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",Active,,,3.4,1559.706,Maesa balansae,C78H110O32,maesabalide V,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
268,c1ccc(cc1)c2c(c(n(n2)c3ccccc3)C(=O)[O-])C(=O)[O-],Active,,,0.7,308.288,Maesa balansae,C17H12N2O4,maesabalide VI,natural,saponin,pentacyclic triterpene saponin,10.1021/cr400552x,
269,"CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CC=C5C4CC(C67C5(CCC6C(OC7=O)(C)CCC=C(C)C)C)O)C)OS(=O)(=O)[O-])O)O)O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)OC)O)O.[Na+]
",Inactive,,,,1189.306,the body walls of the sea cucumber Neothyone gibbosa,C54H85NaO25S,Neothyoside C,natural,saponin,a lanostane-type triterpene saponin,"10.1021/cr400552x

",
270,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,Active,,4.7-23.3,,596.878,Annonaceae,C35H64O7,isoannonacin,natural,acetogenin,,"10.1021/cr400552x


",
270,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,Active,,6.2,,596.878,Annonaceae,C35H64O7,isoannonacin,natural,acetogenin,,"10.1021/cr400552x


",
270,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,Inactive,,,,596.878,Annonaceae,C35H64O7,isoannonacin,natural,acetogenin,,"10.1021/cr400552x


",
271,CCCCCCCCCCCC(O)C1CCC(O1)C(O)CCCC(O)CCCC(O)CC1CC(C)OC1=O,Active,,4.7-23.3,,542.798,Annonaceae,C31H58O7,"2,33-dihydroannonacin
",natural,acetogenin,,"10.1021/cr400552x

",
272,CCCCCCCCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCC1CC(CC(C)=O)C(=O)O1,Active,,4.7-23.3,,580.847000000001,,C34H60O7,isorolliniastatin-1,natural,acetogenin,,"10.1021/cr400552x

",
273,"CCCCCCC(CCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O)O
",Active,,4.7-23.3,,638.927000000001,Annonaceae plant family,C37H66O8,panalicin,natural,Acetogenin,,10.1021/cr400552x,
274,"CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O
",Active,,4.7-23.3,,622.928000000001,Annonaceae plant family,C37H66O7,narumicin-1,natural,Acetogenin,,0.1021/cr400552x,
274,"CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O
",Active,,2.5-29.7,,622.928000000001,Annonaceae plant family,C37H66O7,narumicin-1,natural,Acetogenin,,0.1021/cr400552x,
275,[H]C(CCCCCC)CCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCCC(O)CCC1=CC(C)OC1=O,Active,,4.7-23.3,,622.928,Annonaceae,C37H66O7,narumicin-2,natural,acetogenin,,"10.1021/cr400552x

",
275,[H]C(CCCCCC)CCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCCC(O)CCC1=CC(C)OC1=O,Active,,2.5-29.7,,622.928,Annonaceae,C37H66O7,narumicin-2,natural,acetogenin,,"10.1021/cr400552x

",
276,CCCC(CCC(CCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,Active,,4.7-23.3,,638.927000000001,Annonaceae,C37H66O8,cherimolin,natural,acetogenin,,"10.1021/cr400552x

",
276,CCCC(CCC(CCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,Active,,2.5-29.7,,638.927000000001,Annonaceae,C37H66O8,cherimolin,natural,acetogenin,,"10.1021/cr400552x

",
277,"CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)OC)N(C)C(=O)CCCC(CCCC#C)OC
",Active,,1.5,,862.163,Oscillatoria nigrowiridis,C46H79N5O10,viridamide A,natural,peptide,,"10.1021/cr400552x

",
278,"CCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCNC(=O)N)O)[C@@H](C)CC)C)CC3=CC(=C(C=C3)OC)Br)C(C)C)C
",Active,,9.5,,1052.035,"marine cyanobacterium, Symploca sp",C46H71BrN10O13,symplocamide A,natural,peptide,,"10.1021/cr400552x

",
279,CN([C@H](Cc1ccccc1)C(=O)N[C@@H]2CCCCNC2=O)C(=O)CCCCCCCC=C,Active,,22.65,,441.616,Aaptos ciliate,C26H39N3O3,Ciliatamide A,natural,peptide,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

",
280,CCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H]2CCCCNC2=O,Active,,24.07,,415.578,Aaptos ciliate,C24H37N3O3,Ciliatamide B,natural,peptide,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

",
281,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N,Active,,6.5,,653.909,Lyngbya majuscula,C37H59N5O5,"dragonamide A
",natural,peptide,,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048 
282,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N,Active,,5.1,,605.865,Lyngbya majuscula,C33H59N5O5,dragonamide E,natural,peptide,,"10.1021/cr400552x ; 10.1016/j.bmc.2013.11.048 ; 10.1021/np900622m

",
283,"C[C@@H](C/C=C/C=C(\C)/C(=O)N[C@H](C1=NC=CS1)C(C)C)C(Cl)(Cl)Cl
",Active,,5.9,,409.81,Lyngbya majuscula,C17H23Cl3N2OS,herbamide B,natural,peptide,,"10.1021/cr400552x ; 10.1016/j.bmc.2013.11.048 ; 10.1021/np900622m
",
284,C[C@H]([C@H]1C(=O)N[C@H](C2=N[C@@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N1)Cc4ccccc4)C(C)C)C(C)C)OC(C)(C)C=C,Inactive,,,,696.915,Indonesian tunicate Didemnum molle,C36H52N6O6S,mollamide B,natural,peptide,the cyclic hexapeptide,"10.1021/cr400552x
",
285,"CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1[C@H](C(=CC1=O)OC)C)N(C)C
",Active,,9.3,,592.778,Schizothrix sp,C31H52N4O7,gallinamide A,natural,peptide,,"10.1021/cr400552x
",
286,O=C1/C=C\[C@]34Oc5ccc(O)c6C(=O)CC[C@@](Oc2cccc1c23)(O4)c56,Active,,9,,348.31,fungus Edenia sp,C20H12O6,preussomerin EG 1,natural,palmarumycin,,"10.1021/cr400552x
",
286,O=C1/C=C\[C@]34Oc5ccc(O)c6C(=O)CC[C@@](Oc2cccc1c23)(O4)c56,Active,,0.12,,348.31,fungus Edenia sp,C20H12O6,preussomerin EG 1,natural,palmarumycin,,"10.1021/cr400552x
",
287,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5cccc(O)c45,Active,,0.12-8.40,,318.328,fungus Edenia sp,C20H14O4,palmarumycin CP 2,natural,palmarumycin,,"10.1021/cr400552x

",
288,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5c(O)ccc(O)c45,Active,,174,,334.327,fungus Edenia sp,C20H14O5,palmarumycin CP 17,natural,palmarumycin,,"10.1021/cr400552x

",
288,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5c(O)ccc(O)c45,Active,,0.12-8.40,,334.327,fungus Edenia sp,C20H14O5,palmarumycin CP 17,natural,palmarumycin,,"10.1021/cr400552x

",
289,O=c1ccc(=O)c2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,Active,,0.62,,334.327,fungus Edenia sp,C20H14O5,palmarumycin CP 18,natural,palmarumycin,,"10.1021/cr400552x

",
290,Oc1cccc2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,Active,,0.12-8.40,,320.344,fungus Edenia sp,C20H16O4,"CJ-12,371",natural,palmarumycin,,"10.1021/cr400552x

",
291,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,Active,,152,,334.371,fungus Edenia sp,C21H18O4,"palmarumycin CP 19
",natural,palmarumycin,,"10.1021/cr400552x

",
291,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,Active,,0.12-8.40,,334.371,fungus Edenia sp,C21H18O4,"palmarumycin CP 19
",natural,palmarumycin,,"10.1021/cr400552x

",
292,Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O,Active,,,2.05,270.24,Vismia orientalis Engl. (Clusiasceae),C15H10O5,emodin,natural,quinone,,"10.1021/cr400552x

",
293,CC(=CCC/C(=C/COc1cc2cc3c(c(c2c(c1)O)O)C(=O)CC(C3)(C)O)/C)C,Active,,,0.37,410.51,Vismia orientalis Engl (Clusiasceae),C25H30O5,vismione D,natural,quinone,,10.1021/cr400552x,
294,"CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O
",Inactive,,,,382.321,Ancistrocladus abbreviatus,C17H18O10,dioncoquinone A,natural,quinone,naphthoquinone,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048
295,CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,Active,,,,220.18,Ancistrocladus abbreviatus,C11H8O5,dioncoquinone B,natural,quinone,naphthoquinone,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048
296,c1ccc2c(c1)C(=O)C=CC2=O,Active,,2,,158.156,Boraginaceae,C10H6O2,,natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
296,c1ccc2c(c1)C(=O)C=CC2=O,Active,,8.5,,158.156,Boraginaceae,C10H6O2,,natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
297,CC1=CC(=O)c2ccccc2C1=O,Active,,10.8,,172.183,Boraginaceae,C11H8O2,menadione,natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
297,CC1=CC(=O)c2ccccc2C1=O,Active,,6.2,,172.183,Boraginaceae,C11H8O2,menadione,natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
298,c1cc2c(c(c1)O)C(=O)C=CC2=O,Active,,6,,174.155,Boraginaceae,C10H6O3,juglone,natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
299,c1cc(c2c(c1O)C(=O)C=CC2=O)O,Active,,1.2,,190.154,Boraginaceae,C10H6O4,"naphthazarin
",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
299,c1cc(c2c(c1O)C(=O)C=CC2=O)O,Active,,2.3,,190.154,Boraginaceae,C10H6O4,"naphthazarin
",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
300,CC1=CC(=O)c2c(cccc2O)C1=O,Inactive,,,,188.182,Boraginaceae,C11H8O3,plumbagin,natural,quinone,simple naphthoquinone,"10.1021/cr400552x;10.1055/s-0031-1280092;10.1016/j.bmc.2013.11.048
",
301,COc2cc(=O)c1ccccc1c2=O,Active,,12.6,,188.182,plants of the family Boraginaceae,C11H8O3,"2 methoxy - 1,4 - naphthoquinone",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
301,COc2cc(=O)c1ccccc1c2=O,Active,,6.5,,188.182,plants of the family Boraginaceae,C11H8O3,"2 methoxy - 1,4 - naphthoquinone",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
302,COc2c(OC)c(=O)c1ccccc1c2=O,Active,,>30,,218.208,plants of the family Boraginaceae,C12H10O4,"2,3 dimethoxy - 1,4 - naphthoquinone",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
302,COc2c(OC)c(=O)c1ccccc1c2=O,Active,,7,,218.208,plants of the family Boraginaceae,C12H10O4,"2,3 dimethoxy - 1,4 - naphthoquinone",natural,quinone,simple naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
303,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,Active,,1.5,,288.299,plants of the family Boraginaceae,C16H16O5,alkannin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-128009

",
303,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,Active,,1.3,,288.299,plants of the family Boraginaceae,C16H16O5,alkannin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-128009

",
304,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,Active,,1.3,,288.299,plants of the family Boraginaceae,C16H16O5,shikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
304,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,Active,,1.9,,288.299,plants of the family Boraginaceae,C16H16O5,shikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
305,"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
",Active,,0.5,,370.401,plants of the family Boraginaceae,C21H22O6,"beta,beta -dimethylacryl shikonin",natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
305,"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
",Active,,2.7,,370.401,plants of the family Boraginaceae,C21H22O6,"beta,beta -dimethylacryl shikonin",natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
306,"CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
",Active,,0.8,,372.417,"plants of the family Boraginaceae
",C21H24O6,isovalerylshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
306,"CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
",Active,,3,,372.417,"plants of the family Boraginaceae
",C21H24O6,isovalerylshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
307,CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,Active,,0.5,,330.336,plants of the family Boraginaceae,C18H18O6,acetylshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
307,CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,Active,,"5

",,330.336,plants of the family Boraginaceae,C18H18O6,acetylshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
308,CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,Active,,2.2,,272.3,plants of the family Boraginaceae,C16H16O4,deoxyshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
308,CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,Active,,4.1,,272.3,plants of the family Boraginaceae,C16H16O4,deoxyshikonin,natural,quinone,Alkannin/shikonin derivative,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
309,C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,Active,,0.7,,558.583,plants of the family Boraginaceae,C32H30O9,vaforhizin,natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
309,C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,Active,,1.1,,558.583,plants of the family Boraginaceae,C32H30O9,vaforhizin,natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
310,C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,Active,,0.7,,558.583,plants of the family Boraginaceae,C32H30O9,isovaforhizin,natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x; 
10.1055/s-0031-1280092


",
310,C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,Active,,"1.1
",,558.583,plants of the family Boraginaceae,C32H30O9,isovaforhizin,natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x; 
10.1055/s-0031-1280092


",
1038,Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,Active,,12,,374.348,plants of the family Boraginaceae,C22H14O6,"3,3' -biplumbugin",natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
1038,Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,Active,,25.5,,374.348,plants of the family Boraginaceae,C22H14O6,"3,3' -biplumbugin",natural,quinone,Dimeric naphthoquinone,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
312,CC(O)/C1=C/c3c(C1)c(=O)c2cccc(O)c2c3=O,Active,,4,,256.257,plants of the family Boraginaceae,C15H12O4,,natural,quinone,Furanonaphthoquinone,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
313,CC(O)/C1=C/c3c(C1)c(=O)c2c(O)cccc2c3=O,Active,,4,,256.257,plants of the family Boraginaceae,C15H12O4,,natural,quinone,Furanonaphthoquinone,"10.1021/cr400552x;10.1055/s-0031-1280092


",
314,[H][C@@]23C/C=C\1C[C@@H](O)CC[C@]1(C)C2CC[C@]4(C)C(C(C)CC[C@H](CC)C(=C)C)CCC34,Active,,,,412.702,"the fruits of 
Cassia fistula",C29H48O,Clerosterol,natural,,,"10.1021/cr400552x; 
    10.1002/ptr.2131

",
315,CCc1c(OC)oc(CCCCCCCCC(=O)OC)c(C)c1=O,Active,,,,338.444,Podolepsis hieracioides,C19H30O5, Gamma-pyrone,natural,,,"10.1021/cr400552x

",
316,CCc1c(CCCCCCCCC(=O)OC(C)=O)oc(OC)c(CC)c1=O      ,Inactive,,,,380.481,Podolepsis hieracioides,C21H32O6,Gamma-pyrone,natural,,,"10.1021/cr400552x

",
317,[H][C@@]23Cc1c(O)ccc(O)c1C[C@]2(C)CCC[C@@]3(C)O,Active,,,1.4-7,262.349,"Cordia fragrantissima
",C16H22O3,cordiaquinol J,natural,,,10.1021/cr400552x,
318,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,Active,,,1.08,242.318,"Cordia fragrantissima
",C16H18O2,cordiachrome A,natural,,,10.1021/cr400552x,
318,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,Active,,,4.1,242.318,"Cordia fragrantissima
",C16H18O2,cordiachrome A,natural,,,10.1021/cr400552x,
318,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,Active,,,0.71,242.318,"Cordia fragrantissima
",C16H18O2,cordiachrome A,natural,,,10.1021/cr400552x,
319,C[C@@]12CCCC(=C)[C@@H]1CC3=C(C2)C(=O)C=CC3=O,Active,,,2.5,242.318,Cordia fragrantissima,C16H18O2,"cordiachrome  B 
",natural,,,10.1021/cr400552x,
320,CC(=C)[C@@H]1CC2=C(C[C@]1(C)C=C)C(C=CC2O)O,Active,,,4.5,246.35,Cordia fragrantissima,C16H22O2,cordiaquinol C,natural,,,10.1021/cr400552x,
321,C/C(=C\CC1=C(C=CC(=C1)O)O)/CC/C=C(\C)/C=O,Active,,7,,260.333,Cordia fragrantissima,C16H20O3,alliodorin,natural,,,10.1021/cr400552x,
323,[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H]([H])[C@@]5(O)C/C=C\C(=O)[C@]5(C)[C@@]67[H],Active,,,19.4,544.597,the whole plant of Physalis minima,C29H36O10,"16,24-Cyclo-13,14-secoergosta-18,26 dioic Acid5,6:14:17,14:27Triepoxy13,20,22-trihydroxy-3a-meth-oxy-1,15-dioxo-g-lactoned-Lactone
",natural,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086

",
324,[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H](O)[C@@]5([CL])C/C=C\C(=O)[C@]5(C)[C@@]67[H],Active,,,5,,the whole plant of Physalis minima,Invalid,"16,24-Cyclo-13,14-secoergost-2-ene-18,26-dioic Acid14:17,14:27-Diepoxy5a,13,20,22-tetrahydroxy-1,15-dioxo-g-lactoned-Lactone
",natural,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086

",
325,CC12CC3C4(C56C1C(=O)C(O5)(C7CC(C8(CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)Cl)O)OCC2C(=O)O3)C,Active,,,3.39,562.999,the whole plant of Physalis minima,C28H31ClO10,Physalin H,natural,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086
",
326,C[C@@]12C[C@H]3[C@@]4([C@@]56[C@@H]1C(=O)[C@@](O5)([C@@H]7CC=C8C=CCC(=O)[C@@]8([C@@H]7CC[C@@]6(C(=O)O4)O)C)OC[C@@H]2C(=O)O3)C,Active,,,7.05,510.539,the whole plant of Physalis minima,C28H30O9,Isophysalin B,natural,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086
",
327,C[C@]12CCC3C(C1CC[C@@]2([C@H]4C[C@@]5(C[C@H]4OC(=O)[C@]5(C)O)C)O)C[C@H]6[C@]7([C@@]3(C(=O)C=CC7)C)O6,Active,,,,470.606,,C28H38O6,acnistin A,natural,acnistin,,"10.1021/cr400552x

",
