,smiles,common_name,IC50micromol,IC50microgML,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
328,O=C/C1=C/CC[C@H]2[C@@]1(CC[C@@H](C)[C@]2(C)CCC(C)CCO)C,15-hydroxy-cis-clerod-3-en-18-al,,,C20H34O2,306.483,Cistus monspeliensis,natural,diterpene,clerodane-type diterpene,inactive,10.1021/cr400552x
329,C=C[C@@]3(C)CC[C@@H]2[C@](C)(CCC1[C@@](C)(C)[C@H](OC(C)=O)CC[C@]12C)O3,ent-3beta-acetoxy-13-epi-manoyl oxide,,,C22H36O3,348.52700000000016,Cistus creticus,natural,diterpene,labdane-type diterpene,inactive,10.1021/cr400552x
330,C/C(=C\CO)CC[C@H]1/C=C\CC2[C@@](C)(C)CCC[C@]12C,"13(E)-labda-7,13-diene-15-ol 
",,,C19H32O,276.464,Cistus monspeliensis,natural,diterpene,clerodane-type diterpene,inactive,10.1021/cr400552x
331,C/C(=C\CO)CC[C@H]2[C@](C)(O)CCC1[C@@](C)(C)CCC[C@@]12C,"13(E)-labd-13-en-8alpha,15-diol",,,C20H36O2,308.5060000000001,Cistus monspeliensis,natural,diterpene,clerodane-type diterpene,inactive,10.1021/cr400552x
332,CC(C)c1c(ccc2c1CC[C@@H]3[C@@]2(CCCC3(C)C)C)O,totarol,,3.5-4.6,C20H30O,286.452,Juniperus procera,natural,Terpene,diterpene,active,10.1021/cr400552x
333,CC(C)c1cc2c(cc1O)[C@]3(CCCC([C@@H]3CC2)(C)C)C,ferruginol,,3.5-4.6,C20H30O,286.452,Juniperus procera,natural,Terpene,diterpene,active,10.1021/cr400552x
334,[H][C@]12CCCC(C)(C)[C@]1([H])C[C@H](O)c1cc(C(C)C)c(=O)c(=O)c21,"7beta-hydroxyabieta-8,13-diene-11,12-dione",,3.5-4.6,C19H26O3,302.4140000000001,Juniperus procera,natural,Terpene,diterpene,active,10.1021/cr400552x
335,Cc1c2c(cc3c1C(=O)C=C(C3=O)C(C)C)C(CCC2)(C)C,"12,16-dideoxy aegyptinone B",,0.75,C20H24O2,296.403,Zhumeria majdae,natural,terpene,diterpene,active,10.1021/cr400552x
336,CCc1ccoc1.C[C@@H]3CC[C@@]/12COC(=O)C1=C\CCC2[C@@]3(C)C,hautriwaic acid lactone,,7,C21H30O3,330.4680000000001,Baccharis dracunculifolia,natural,Terpene,diterpene,active,10.1021/cr400552x
337,C[C@H]1COC2=C1C(=O)C(=O)c3c2ccc4c3CCCC4(C)C,"cryptotanshinone 
",,18.4,C19H20O3,296.36,Perovskia abrotanoides,natural,Terpene,"diterpenoid 1,2-quinones",active,10.1021/cr400552x
338,CC(C)c3cc2ccc1c(C(=O)CC[C@]1(C)C)c2c(=O)c3=O,"1-oxomiltirone 
",,17.9,C19H20O3,296.366,Perovskia abrotanoides,natural,Terpene,"diterpenoid 1,2-quinone",active,10.1021/cr400552x
339,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,pristimerin,,6.4,C30H40O4,464.636,Maytenus senegalensis,natural,triterpene,quinone methide triterpene,active,10.1021/cr400552x
340,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,pristimerin,,6.8,C30H40O4,464.636,Maytenus senegalensis,natural,triterpene,quinone methide triterpene,active,10.1021/cr400552x
341,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5(C4CC(=C)CC5)C)C)C)C)O,isoiguesterin,0.198,,C28H36O2,404.584,Salacia madagascariensis,natural,triterpene,bisnortriterpene,active,10.1021/cr400552x
342,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@H](CC5)CO)C)C)C)C)O,20-epi-isoiguesterinol,0.079,,C28H38O3,422.599,Salacia madagascariensis,natural,triterpene,bisnortriterpene,active,10.1021/cr400552x
343,[H][C@@]45CC[C@@]3(C)/C2=C/C[C@@]1(C)CC[C@](C)(C)C[C@@]1([H])[C@]2(C)CC[C@]3([H])[C@@]4(C)CCC(=O)[C@]5(C)C,taraxerone,,3.8,C30H48O,424.702,the fruits of Dregea volubilis Benth (Asclepiadaceae),natural,triterpene,pentacyclic triterpenoid,active,10.1021/cr400552x
344,C[C@@H]1C(=CCC2([C@H]1C3[C@@](CC2)(C4([C@@H](C5([C@H]([C@@](C([C@@H](C5)O)OC6O[C@@H]([C@H]([C@@H]([C@H]6OC7O[C@@H]([C@H]([C@@H]([C@H]7O)O)O)CO)O)O)CO)(C)C)CC4)C)CC3)C)C)C(=O)O)C,arborenin,,,C42H68O14,796.9919999999998,Careya arborea,natural,saponin,Triterpenoid saponin,inactive,10.1021/cr400552x
345,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C\C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",maesabalide I,,0.07,C76H108O31,1517.6689999999999,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
346,"C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C\C1=CC=CC=C1
",maesabalide II,,0.05,C74H110O31,1495.6630000000011,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
347,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",maesabalide III,,>32,C76H108O31,1517.6689999999999,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
348,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",maesabalide III,,0.02,C76H108O31,1517.6689999999999,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
349,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)O)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",maesabalide III,,,C76H108O31,1517.6689999999999,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,inactive,10.1021/cr400552x
350,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,maesabalide IV,,>32,C74H110O31,1495.6630000000011,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
351,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,maesabalide IV,,0.02,C74H110O31,1495.6630000000011,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
352,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,maesabalide IV,,,C74H110O31,1495.6630000000011,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,inactive,10.1021/cr400552x
353,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)OC(=O)C)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",maesabalide V,,3.4,C78H110O32,1559.7059999999997,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
354,c1ccc(cc1)c2c(c(n(n2)c3ccccc3)C(=O)[O-])C(=O)[O-],maesabalide VI,,0.7,C17H12N2O4,308.288,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,active,10.1021/cr400552x
355,"CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CC=C5C4CC(C67C5(CCC6C(OC7=O)(C)CCC=C(C)C)C)O)C)OS(=O)(=O)[O-])O)O)O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)OC)O)O.[Na+]
",Neothyoside C,,,C54H85NaO25S,1189.3060000000007,the body walls of the sea cucumber Neothyone gibbosa,natural,saponin,a lanostane-type triterpene saponin,inactive,"10.1021/cr400552x

"
356,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,isoannonacin,4.7-23.3,,C35H64O7,596.878,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x


"
357,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,isoannonacin,6.2,,C35H64O7,596.878,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x


"
358,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,isoannonacin,,,C35H64O7,596.878,Annonaceae,natural,acetogenin,,inactive,"10.1021/cr400552x


"
359,CCCCCCCCCCCC(O)C1CCC(O1)C(O)CCCC(O)CCCC(O)CC1CC(C)OC1=O,"2,33-dihydroannonacin
",4.7-23.3,,C31H58O7,542.7980000000003,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x

"
360,CCCCCCCCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCC1CC(CC(C)=O)C(=O)O1,isorolliniastatin-1,4.7-23.3,,C34H60O7,580.8470000000005,,natural,acetogenin,,active,"10.1021/cr400552x

"
361,"CCCCCCC(CCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O)O
",panalicin,4.7-23.3,,C37H66O8,638.9270000000007,Annonaceae plant family,natural,Acetogenin,,active,10.1021/cr400552x
362,"CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O
",narumicin-1,4.7-23.3,,C37H66O7,622.9280000000008,Annonaceae plant family,natural,Acetogenin,,active,0.1021/cr400552x
363,"CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O
",narumicin-1,2.5-29.7,,C37H66O7,622.9280000000008,Annonaceae plant family,natural,Acetogenin,,active,0.1021/cr400552x
364,[H]C(CCCCCC)CCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCCC(O)CCC1=CC(C)OC1=O,narumicin-2,4.7-23.3,,C37H66O7,622.9280000000005,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x

"
365,[H]C(CCCCCC)CCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCCC(O)CCC1=CC(C)OC1=O,narumicin-2,2.5-29.7,,C37H66O7,622.9280000000005,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x

"
366,CCCC(CCC(CCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,cherimolin,4.7-23.3,,C37H66O8,638.9270000000008,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x

"
367,CCCC(CCC(CCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,cherimolin,2.5-29.7,,C37H66O8,638.9270000000008,Annonaceae,natural,acetogenin,,active,"10.1021/cr400552x

"
368,"CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)OC)N(C)C(=O)CCCC(CCCC#C)OC
",viridamide A,1.5,,C46H79N5O10,862.1629999999996,Oscillatoria nigrowiridis,natural,peptide,,active,"10.1021/cr400552x

"
369,"CCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCNC(=O)N)O)[C@@H](C)CC)C)CC3=CC(=C(C=C3)OC)Br)C(C)C)C
",symplocamide A,9.5,,C46H71BrN10O13	,1052.0349999999994,"marine cyanobacterium, Symploca sp",natural,peptide,,active,"10.1021/cr400552x

"
370,CN([C@H](Cc1ccccc1)C(=O)N[C@@H]2CCCCNC2=O)C(=O)CCCCCCCC=C,Ciliatamide A,22.65,,C26H39N3O3,441.6160000000004,Aaptos ciliate,natural,peptide,,active,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

"
371,CCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H]2CCCCNC2=O,Ciliatamide B,24.07,,C24H37N3O3,415.57800000000026,Aaptos ciliate,natural,peptide,,active,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

"
372,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N,"dragonamide A
",6.5,,C37H59N5O5,653.9090000000001,Lyngbya majuscula,natural,peptide,,active,10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m
373,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N,dragonamide E,5.1,,C33H59N5O5,605.8650000000001,Lyngbya majuscula,natural,peptide,,active,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m

"
374,"C[C@@H](C/C=C/C=C(\C)/C(=O)N[C@H](C1=NC=CS1)C(C)C)C(Cl)(Cl)Cl
",herbamide B,5.9,,C17H23Cl3N2OS,409.81000000000006,Lyngbya majuscula,natural,peptide,,active,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m
"
375,C[C@H]([C@H]1C(=O)N[C@H](C2=N[C@@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N1)Cc4ccccc4)C(C)C)C(C)C)OC(C)(C)C=C,mollamide B,,,C36H52N6O6S,696.9150000000001,Indonesian tunicate Didemnum molle,natural,peptide,the cyclic hexapeptide,inactive,"10.1021/cr400552x
"
376,"CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1[C@H](C(=CC1=O)OC)C)N(C)C
",gallinamide A,9.3,,C31H52N4O7,592.778,Schizothrix sp,natural,peptide,,active,"10.1021/cr400552x
"
377,O=C1/C=C\[C@]34Oc5ccc(O)c6C(=O)CC[C@@](Oc2cccc1c23)(O4)c56,preussomerin EG 1,9,,C20H12O6,348.31000000000006,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x
"
378,O=C1/C=C\[C@]34Oc5ccc(O)c6C(=O)CC[C@@](Oc2cccc1c23)(O4)c56,preussomerin EG 1,0.12,,C20H12O6,348.31000000000006,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x
"
379,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5cccc(O)c45,palmarumycin CP 2,0.12-8.40,,C20H14O4,318.32800000000003,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
380,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5c(O)ccc(O)c45,palmarumycin CP 17,174,,C20H14O5,334.32700000000006,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
381,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5c(O)ccc(O)c45,palmarumycin CP 17,0.12-8.40,,C20H14O5,334.32700000000006,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
382,O=c1ccc(=O)c2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,palmarumycin CP 18,0.62,,C20H14O5,334.32700000000006,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
383,Oc1cccc2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,"CJ-12,371",0.12-8.40,,C20H16O4,320.34400000000005,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
384,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,"palmarumycin CP 19
",152,,C21H18O4,334.37100000000004,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
385,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,"palmarumycin CP 19
",0.12-8.40,,C21H18O4,334.37100000000004,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

"
386,Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O,emodin,,2.05,C15H10O5,270.24,Vismia orientalis Engl. (Clusiasceae),natural,quinone,,active,"10.1021/cr400552x

"
387,CC(=CCC/C(=C/COc1cc2cc3c(c(c2c(c1)O)O)C(=O)CC(C3)(C)O)/C)C,vismione D,,0.37,C25H30O5,410.5100000000002,Vismia orientalis Engl (Clusiasceae),natural,quinone,,active,10.1021/cr400552x
388,"CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O
",dioncoquinone A,,,C17H18O10,382.3210000000001,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,inactive,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
389,"CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O
",dioncoquinone A,,,C17H18O10,382.3210000000001,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,inactive,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
390,CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,dioncoquinone B,,,C11H8O5,220.17999999999998,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,inactive,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
391,CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,dioncoquinone B,,,C11H8O5,220.17999999999998,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,inactive,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
392,c1ccc2c(c1)C(=O)C=CC2=O,,2,,C10H6O2,158.15599999999998,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
393,c1ccc2c(c1)C(=O)C=CC2=O,,8.5,,C10H6O2,158.15599999999998,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
394,CC1=CC(=O)c2ccccc2C1=O,menadione,10.8,,C11H8O2,172.18299999999996,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
395,CC1=CC(=O)c2ccccc2C1=O,menadione,6.2,,C11H8O2,172.18299999999996,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
396,c1cc2c(c(c1)O)C(=O)C=CC2=O,juglone,6,,C10H6O3,174.15499999999997,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
397,c1cc2c(c(c1)O)C(=O)C=CC2=O,juglone,6,,C10H6O3,174.15499999999997,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
398,c1cc(c2c(c1O)C(=O)C=CC2=O)O,"naphthazarin
",1.2,,C10H6O4,190.15399999999997,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
399,c1cc(c2c(c1O)C(=O)C=CC2=O)O,"naphthazarin
",2.3,,C10H6O4,190.15399999999997,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
400,CC1=CC(=O)c2c(cccc2O)C1=O,plumbagin,,,C11H8O3,188.182,Boraginaceae,natural,quinone,simple naphthoquinone,inactive,"10.1021/cr400552x;10.1055/s-0031-1280092;10.1016/j.bmc.2013.11.048
"
401,COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",12.6,,C11H8O3,188.182,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
402,COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",6.5,,C11H8O3,188.182,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
403,COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",>30,,C12H10O4,218.208,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
404,COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",7,,C12H10O4,218.208,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
405,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,1.5,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-128009

"
406,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,1.3,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-128009

"
407,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,1.3,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


"
408,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,1.9,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


"
409,"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
","beta,beta -dimethylacryl shikonin",0.5,,C21H22O6,370.4010000000001,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
