,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,active_or_inactive,refs
261,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)C)O)OC(=O)/C=C/C1=CC=CC=C1,,maesabalide IV,C74H110O31,1495.6630000000011,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,,10.1021/cr400552x
262,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@H]2O[C@@H]3[C@H]([C@H]([C@H](O[C@H]3O[C@H]4[C@@H]([C@H](O[C@H]([C@@H]4O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)[C@H]6CC[C@@]7([C@H]8CC[C@]91[C@@H]2CC([C@H]([C@@H]([C@@]2([C@@H](C[C@]9([C@@]8(CC[C@H]7C6(C)C)C)C)OC(=O)C)[C@H](O1)O)OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C1=CC=CC=C1)(C)C)C)C(=O)O)O)CO)O)O)C)O)O)O)O)O
",,maesabalide V,C78H110O32,1559.7059999999997,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,,10.1021/cr400552x
263,c1ccc(cc1)c2c(c(n(n2)c3ccccc3)C(=O)[O-])C(=O)[O-]," 2,5-Diphenyl-2 H -pyrazole-3,4-dicarboxylic acid",maesabalide VI,C17H12N2O4,308.288,Maesa balansae,natural,saponin,pentacyclic triterpene saponin,,10.1021/cr400552x
264,"CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CC=C5C4CC(C67C5(CCC6C(OC7=O)(C)CCC=C(C)C)C)O)C)OS(=O)(=O)[O-])O)O)O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)OC)O)O.[Na+]
",,Neothyoside C,C54H85NaO25S,1189.3060000000007,the body walls of the sea cucumber Neothyone gibbosa,natural,saponin,a lanostane-type triterpene saponin,,"10.1021/cr400552x

"
265,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC2CC(C(=O)O2)CC(=O)C)O)O)O,"5-{6,11-Dihydroxy-11-[5-(1-hydroxytridecyl)tetrahydro-2-furanyl]undecyl}-3-(2-oxopropyl)dihydro-2(3H)-furanone",isoannonacin,C35H64O7,596.878,Annonaceae,natural,acetogenin,,,"10.1021/cr400552x


"
266,CCCCCCCCCCCC(O)C1CCC(O1)C(O)CCCC(O)CCCC(O)CC1CC(C)OC1=O,,"2,33-dihydroannonacin
",C31H58O7,542.7980000000003,Annonaceae,natural,acetogenin,,,"10.1021/cr400552x

"
267,CCCCCCCCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCC1CC(CC(C)=O)C(=O)O1,,isorolliniastatin-1,C34H60O7,580.8470000000005,,natural,acetogenin,,,"10.1021/cr400552x

"
268,"CCCCCCC(CCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O)O
",,panalicin,C37H66O8,638.9270000000007,Annonaceae plant family,natural,Acetogenin,,,10.1021/cr400552x
269,"CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCC(CCC3=CC(OC3=O)C)O)O)O
",,narumicin-1,C37H66O7,622.9280000000008,Annonaceae plant family,natural,Acetogenin,,,0.1021/cr400552x
270,[H]C(CCCCCC)CCCC(O)C1CCC(O1)C1CCC(O1)C(O)CCCCCCCCCC(O)CCC1=CC(C)OC1=O,,narumicin-2,C37H66O7,622.9280000000005,Annonaceae,natural,acetogenin,,,"10.1021/cr400552x

"
271,CCCC(CCC(CCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O)O,"3-{14-Hydroxy-14-[5'-(1,4,7-trihydroxydecyl)octahydro-2,2'-bifuran-5-yl]tetradecyl}-5-methyl-2(5H)-furanone",cherimolin,C37H66O8,638.9270000000008,Annonaceae,natural,acetogenin,,,"10.1021/cr400552x

"
272,"CC[C@H](C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)OC)N(C)C(=O)CCCC(CCCC#C)OC
",,viridamide A,C46H79N5O10,862.1629999999996,Oscillatoria nigrowiridis,natural,peptide,,,"10.1021/cr400552x

"
273,"CCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCNC(=O)N)O)[C@@H](C)CC)C)CC3=CC(=C(C=C3)OC)Br)C(C)C)C
",,symplocamide A,C46H71BrN10O13	,1052.0349999999994,"marine cyanobacterium, Symploca sp",natural,peptide,,,"10.1021/cr400552x

"
274,CN([C@H](Cc1ccccc1)C(=O)N[C@@H]2CCCCNC2=O)C(=O)CCCCCCCC=C,,Ciliatamide A,C26H39N3O3,441.6160000000004,Aaptos ciliate,natural,peptide,,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

"
275,CCCCCCCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@H]2CCCCNC2=O,Nalpha-Methyl-Nalpha-octanoyl-N-[(3S)-2-oxo-3-azepanyl]-L-phenylalaninamide,Ciliatamide B,C24H37N3O3,415.57800000000026,Aaptos ciliate,natural,peptide,,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np8000317

"
276,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N,N-Methyl-N-[(2S)-2-methyl-7-octynoyl]-L-valyl-N-methyl-L-valyl-N-methyl-L-valyl-Nalpha-methyl-L-phenylalaninamide,"dragonamide A
",C37H59N5O5,653.9090000000001,Lyngbya majuscula,natural,peptide,,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m
277,C[C@@H](CCCCC#C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N,N-Methyl-N-[(2S)-2-methyl-7-octynoyl]-L-valyl-N-methyl-L-valyl-N-methyl-L-valyl-N~2~-methyl-L-valinamide,dragonamide E,C33H59N5O5,605.8650000000001,Lyngbya majuscula,natural,peptide,,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m

"
278,"C[C@@H](C/C=C/C=C(\C)/C(=O)N[C@H](C1=NC=CS1)C(C)C)C(Cl)(Cl)Cl
",,herbamide B,C17H23Cl3N2OS,409.81000000000006,Lyngbya majuscula,natural,peptide,,,"10.1021/cr400552x;10.1016/j.bmc.2013.11.048;10.1021/np900622m
"
279,C[C@H]([C@H]1C(=O)N[C@H](C2=N[C@@H](CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N1)Cc4ccccc4)C(C)C)C(C)C)OC(C)(C)C=C,"(2S,5S,8S,14S,17S,20R)-14-Benzyl-2,17-diisopropyl-5-{(1R)-1-[(2-methyl-3-buten-2-yl)oxy]ethyl}-22-thia-3,6,12,15,18,23-hexaazatricyclo[18.2.1.0~8,12~]tricos-1(23)-ene-4,7,13,16,19-pentone",mollamide B,C36H52N6O6S,696.9150000000001,Indonesian tunicate Didemnum molle,natural,peptide,the cyclic hexapeptide,,"10.1021/cr400552x
"
280,"CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1[C@H](C(=CC1=O)OC)C)N(C)C
",,gallinamide A,C31H52N4O7,592.778,Schizothrix sp,natural,peptide,,,"10.1021/cr400552x
"
281,O=C1/C=C\[C@]34Oc5ccc(O)c6C(=O)CC[C@@](Oc2cccc1c23)(O4)c56,,preussomerin EG 1,C20H12O6,348.31000000000006,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x
"
282,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5cccc(O)c45,,palmarumycin CP 2,C20H14O4,318.32800000000003,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x

"
283,O=C4CC[C@@]1(Oc2cccc3cccc(O1)c23)c5c(O)ccc(O)c45,,palmarumycin CP 17,C20H14O5,334.32700000000006,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x

"
284,O=c1ccc(=O)c2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,,palmarumycin CP 18,C20H14O5,334.32700000000006,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x

"
285,Oc1cccc2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,,"CJ-12,371",C20H16O4,320.34400000000005,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x

"
286,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,,"palmarumycin CP 19
",C21H18O4,334.37100000000004,fungus Edenia sp,natural,palmarumycin,,,"10.1021/cr400552x

"
287,Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O,"1,3,8-Trihydroxy-6-methyl-9,10-anthraquinone",emodin,C15H10O5,270.24,Vismia orientalis Engl. (Clusiasceae),natural,quinone,,,"10.1021/cr400552x

"
288,CC(=CCC/C(=C/COc1cc2cc3c(c(c2c(c1)O)O)C(=O)CC(C3)(C)O)/C)C,"6-{[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]oxy}-3,8,9-trihydroxy-3-methyl-3,4-dihydro-1(2H)-anthracenone",vismione D,C25H30O5,410.5100000000002,Vismia orientalis Engl (Clusiasceae),natural,quinone,,,10.1021/cr400552x
289,"CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O
",,dioncoquinone A,C17H18O10,382.3210000000001,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
290,CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,"3,5,6-Trihydroxy-2-methyl-1,4-naphthoquinone",dioncoquinone B,C11H8O5,220.17999999999998,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,,10.1021/cr400552x;10.1016/j.bmc.2013.11.048
291,c1ccc2c(c1)C(=O)C=CC2=O,"1,4-Naphthoquinone",,C10H6O2,158.15599999999998,Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
292,CC1=CC(=O)c2ccccc2C1=O,"2-Methyl-1,4-naphthoquinone",menadione,C11H8O2,172.18299999999996,Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
293,c1cc2c(c(c1)O)C(=O)C=CC2=O,"5-Hydroxy-1,4-naphthoquinone",juglone,C10H6O3,174.15499999999997,Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
294,c1cc(c2c(c1O)C(=O)C=CC2=O)O,"5,8-Dihydroxy-1,4-naphthoquinone","naphthazarin
",C10H6O4,190.15399999999997,Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

"
295,CC1=CC(=O)c2c(cccc2O)C1=O,"5-Hydroxy-2-methyl-1,4-naphthoquinone",plumbagin,C11H8O3,188.182,Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x;10.1055/s-0031-1280092;10.1016/j.bmc.2013.11.048
"
296,COc2cc(=O)c1ccccc1c2=O,,"2 methoxy - 1,4 - naphthoquinone",C11H8O3,188.182,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
297,COc2c(OC)c(=O)c1ccccc1c2=O,,"2,3 dimethoxy - 1,4 - naphthoquinone",C12H10O4,218.208,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
298,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,,alkannin,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-128009

"
299,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,"5,8-Dihydroxy-2-[(1R)-1-hydroxy-4-methyl-3-penten-1-yl]-1,4-naphthoquinone",shikonin,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


"
300,"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
",,"beta,beta -dimethylacryl shikonin",C21H22O6,370.4010000000001,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
301,"CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
",,isovalerylshikonin,C21H24O6,372.4170000000001,"plants of the family Boraginaceae
",natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
302,CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,"1-(5,8-Dihydroxy-1,4-dioxo-1,4-dihydro-2-naphthalenyl)-4-methyl-3-penten-1-yl acetate",acetylshikonin,C18H18O6,330.33600000000007,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


"
303,CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,"5,8-Dihydroxy-2-(4-methyl-3-penten-1-yl)-1,4-naphthoquinone",deoxyshikonin,C16H16O4,272.3,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


"
304,C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,,vaforhizin,C32H30O9,558.5830000000003,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



"
305,C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,,isovaforhizin,C32H30O9,558.5830000000003,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,,"10.1021/cr400552x; 
10.1055/s-0031-1280092


"
306,Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,,"3,3' -biplumbugin",C22H14O6,374.3480000000001,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,,"10.1021/cr400552x;
    10.1055/s-0031-1280092


"
307,CC(O)/C1=C/c3c(C1)c(=O)c2cccc(O)c2c3=O,"5 -hydroxy-2-(1'-hydroxyethyl naphtho[2,3-b]furan 4,9 -dione",,C15H12O4,256.257,plants of the family Boraginaceae,natural,quinone,Furanonaphthoquinone,,"10.1021/cr400552x;
    10.1055/s-0031-1280092


"
308,CC(O)/C1=C/c3c(C1)c(=O)c2c(O)cccc2c3=O,"8-hydroxy -2-(1'-hydroxyethyl naphtho{2,3 -bifuran-4,9 -dione",,C15H12O4,256.257,plants of the family Boraginaceae,natural,quinone,Furanonaphthoquinone,,"10.1021/cr400552x;10.1055/s-0031-1280092


"
309,[H][C@@]23C/C=C\1C[C@@H](O)CC[C@]1(C)C2CC[C@]4(C)C(C(C)CC[C@H](CC)C(=C)C)CCC34,,Clerosterol,C29H48O,412.70200000000034,"the fruits of 
Cassia fistula",natural,,,,"10.1021/cr400552x; 
    10.1002/ptr.2131

"
310,CCc1c(OC)oc(CCCCCCCCC(=O)OC)c(C)c1=O,, Gamma-pyrone,C19H30O5,338.444,Podolepsis hieracioides,natural,,,,"10.1021/cr400552x

"
311,CCc1c(CCCCCCCCC(=O)OC(C)=O)oc(OC)c(CC)c1=O      ,,Gamma-pyrone,C21H32O6,380.48100000000017,Podolepsis hieracioides,natural,,,,"10.1021/cr400552x

"
312,[H][C@@]23Cc1c(O)ccc(O)c1C[C@]2(C)CCC[C@@]3(C)O,,cordiaquinol J,C16H22O3,262.3489999999999,"Cordia fragrantissima
",natural,,,,10.1021/cr400552x
313,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,"(8aR,10aS)-8,10a-Dimethyl-5,6,8a,9,10,10a-hexahydro-1,4-anthracenedione",cordiachrome A,C16H18O2,242.31799999999998,"Cordia fragrantissima
",natural,,,,10.1021/cr400552x
314,C[C@@]12CCCC(=C)[C@@H]1CC3=C(C2)C(=O)C=CC3=O,"(8aS,10aS)-8a-Methyl-5-methylene-5,6,7,8,8a,9,10,10a-octahydro-1,4-anthracenedione","cordiachrome  B 
",C16H18O2,242.31799999999998,Cordia fragrantissima,natural,,,,10.1021/cr400552x
315,CC(=C)[C@@H]1CC2=C(C[C@]1(C)C=C)C(C=CC2O)O,"(6R,7S)-7-Isopropenyl-6-methyl-6-vinyl-1,4,5,6,7,8-hexahydro-1,4-naphthalenediol",cordiaquinol C,C16H22O2,246.35000000000002,Cordia fragrantissima,natural,,,,10.1021/cr400552x
316,C/C(=C\CC1=C(C=CC(=C1)O)O)/CC/C=C(\C)/C=O,"(2E,6E)-8-(2,5-Dihydroxyphenyl)-2,6-dimethyl-2,6-octadienal",alliodorin,C16H20O3,260.33299999999997,Cordia fragrantissima,natural,,,,10.1021/cr400552x
317,[H][C@@]27CO[C@]14O[C@@]3([C@]([H])(C1=O)[C@@H]2C)[C@@](C)(OC(=O)[C@]3(O)C[C@H](O)[C@@]5([H])[C@@]4([H])C[C@@H](O)[C@@]6(O)C/C=C\C(=O)[C@]56C)[C@@]([H])(CC)OC7=O,"
","16,24-Cyclo-13,14-secoergost-2-ene-18,26-dioicAcid14:17,14:27-Diepoxy-5a,6b,11b,13,20,22-hexahy-
droxy-1,15-dioxo-g-lactoned-Lactone
",C29H36O12,576.5950000000001,from the whole plant of Physalis minima,natural,,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086"
318,[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H]([H])[C@@]5(O)C/C=C\C(=O)[C@]5(C)[C@@]67[H],,"16,24-Cyclo-13,14-secoergosta-18,26 dioic Acid5,6:14:17,14:27Triepoxy13,20,22-trihydroxy-3a-meth-oxy-1,15-dioxo-g-lactoned-Lactone
",C29H36O10,544.5970000000003,the whole plant of Physalis minima,natural,,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086

"
320,CC12CC3C4(C56C1C(=O)C(O5)(C7CC(C8(CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)Cl)O)OCC2C(=O)O3)C,"14-Chloro-5,15-dihydroxy-2,9,26-trimethyl-3,19,23,28-tetraoxaoctacyclo[16.9.1.1~18,27~.0~1,5~.0~2,24~.0~8,17~.0~9,14~.0~21,26~]nonacos-11-ene-4,10,22,29-tetrone",Physalin H,C28H31ClO10,562.9990000000004,the whole plant of Physalis minima,natural,,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086
"
321,C[C@@]12C[C@H]3[C@@]4([C@@]56[C@@H]1C(=O)[C@@](O5)([C@@H]7CC=C8C=CCC(=O)[C@@]8([C@@H]7CC[C@@]6(C(=O)O4)O)C)OC[C@@H]2C(=O)O3)C,,Isophysalin B,C28H30O9,510.5390000000004,the whole plant of Physalis minima,natural,,,,"10.1021/cr400552x;
    10.1002/cbdv.200590086
"
322,C[C@]12CCC3C(C1CC[C@@]2([C@H]4C[C@@]5(C[C@H]4OC(=O)[C@]5(C)O)C)O)C[C@H]6[C@]7([C@@]3(C(=O)C=CC7)C)O6,"(5beta,6alpha,8xi,9xi,14xi,17alpha)-17-Hydroxy-17-[(1R,4R,5R,7S)-4-hydroxy-4,5-dimethyl-3-oxo-2-oxabicyclo[3.2.1]oct-7-yl]-5,6-epoxyandrost-2-en-1-one",acnistin A,C28H38O6,470.6060000000003,,natural,acnistin,,,"10.1021/cr400552x

"
323,"CC(=O)O[C@H]1[C@H]2[C@@H]3CC[C@]([C@]3(CC[C@@H]2[C@]4(C(=O)C=CC[C@@]45[C@@H]1O5)C)C)([C@H]6C[C@@]7(C[C@H]6OC(=O)[C@]7(C)O)C)O
",,acnistin C,C30H40O8,528.6420000000004,,natural,,acnistin,,"10.1021/cr400552x

"
324,c1cc2ccc3cc4c(c5c3c2c(c1)cc5)[C@H]([C@@H]([C@@H]([C@H]4O)O)O)Nc6c7c(ncn6)n(cn7)[C@H]8C[C@@H]([C@H](O8)COP(=O)([O-])[O-])O," [(2R,3S,5R)-3-hydroxy-5-[6-[[(7S,8R,9S,10R)-7,8,9-trihydroxy-7,8,9,10-tetrahydrobenzo[a]pyren-10-yl]",acnistin E,C28H38O7,631.5380000000004,,natural,,,,"10.1021/cr400552x

"
325,[H][C@@]34C[C@H]1O[C@]12CCCC(=O)[C@]2(C)[C@@]3([H])CC[C@@]5(C)C4CC[C@@]5(O)[C@@]6(C)C[C@]7(C)C[C@@]6(C)OC(=O)[C@]7(C)O,,acnistin G,C30H44O6,500.67600000000044,,natural,,,,"10.1021/cr400552x

"
326,[H][C@]17CC(C)(O)[C@@](C)(C[C@@]1([H])[C@@]6(O)CC[C@@]5(O)C4C[C@H]2O[C@]23[C@@H](O)/C=C\C(=O)[C@]3(C)C4CC[C@@]56C)C(=O)O7,,withajardin B,C28H38O8,502.6040000000003,,natural,,withajardin,,"10.1021/cr400552x

"
327,C=CCCCCC/C=C\CC#CC#C[C@H](O)C=C,,oxylipin (polyacetylene),C17H22O,242.36199999999997,The crude extract of Tridax procumbens,natural,,,,"10.1021/cr400552x

"
328,C[C@]12[C@@H]3CC[C@@H](O3)[C@@]1(C)C(=O)OC2=O,"(1R,2S,6R,7S)-2,6-Dimethyl-4,10-dioxatricyclo[5.2.1.0~2,6~]decane-3,5-dione","cantharidin
",C10H12O4,196.20199999999997,,natural,,,,"10.1021/cr400552x

"
329,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,(2S)-6-Methyl-2-[(1S)-4-methyl-3-cyclohexen-1-yl]-5-hepten-2-ol,alpha-bisabolol,C15H26O,222.37199999999999,,natural,,,,"10.1021/cr400552x

"
330,c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)F,(E)-3-(6-Chloro-2H-chromen-3-yl)-1-(2-fluorophenyl)-prop-2-en-1-one ,,C18H12ClFO2,314.743,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
331,c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)Cl,(E)-3-(6-Chloro-2H-chromen-3-yl)-1-(2-chlorophenyl)-prop-2-en-1-one,,C18H12Cl2O2,331.198,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
332,Clc1ccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c(Cl)c1,"(E)-3-(6-Chloro-2H-chromen-3-yl)-1-(2,4-
dichlorophenyl)prop-2-en-1-one",,C18H11Cl3O2,365.64300000000014,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x

"
333,COc1cc(cc(OC)c1OC)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,"(E)-3-(6-Chloro-2H-chromen-3-yl)-1-(3,4,5-
trimethoxyphenyl)prop-2-en-1-one",,"C21H19ClO5
",386.8310000000001,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x

"
334,Clc1ccc2OCC(\C=C\C(=O)c3ccccc3Br)=Cc2c1, (E)-3-(2-Bromophenyl)-1-(6-chloro-2H-chromen-3-yl)-prop-2-en-1-one,,C18H12BrClO2,375.64900000000006,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
335,Cc1ccc(cc1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1, (E)-1-(6-Chloro-2H-chromen-3-yl)-3-(4-methylphenyl)-prop-2-en-1-one,,C19H15ClO2,310.7800000000001,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
336,COc1cc(OC)cc(c1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,"(E)-1-(6-Chloro-2H-chromen-3-yl)-3-(2,5-
dimethoxyphenyl)prop-2-en-1-one",,"C20H17ClO4
",356.8050000000001,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
337,COc1cccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c1OC,"(E)-1-(6-Chloro-2H-chromen-3-yl)-3-(2,3-
dimethoxyphenyl)prop-2-en-1-one ",,"C20H17ClO4
",356.8050000000002,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,,"10.1021/cr400552x
"
338,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C([H])C(Cl)=C1,,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,"10.1021/cr400552x
"
339,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C1Cl,,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,"10.1021/cr400552x
"
340,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,,"10.1021/cr400552x
"
341,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C(Cl)C(Cl)=C1,,,C18H16Cl2O4,367.22800000000007,,synthetic,trimethoxychalcone derivative,,,10.1021/cr400552x
342,[H]C1=CC(Cl)=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,,C18H16Cl2O4,367.22800000000007,,synthetic,trimethoxychalcone derivative,,,10.1021/cr400552x
