ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
1131,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.56,6 µM,442.44,,C23H21F3N4O2,,,,AID_1706,,24820042
1132,CCC1C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,alisporivir,Active,,,,,,,,,,,,1216.66,,C63H113N11O12,,,,ResNet-Elsevier,,11513676
1133,C/C(=N\NC(=S)N1CCC1)/C2=CC=CC=N2,,Active,SARS_CoV-2,Viral_cov-2,0.02,Viral,,,,,,,,234.33,,C11H14N4S,,,,AID_1409599,,5351307
1134,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)/C=C/C3=CC=CC=C3Cl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.13,6 µM,448.96,,C19H17ClN4O3S2,,,,AID_1706,,1312344
1135,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,4.96,6 µM,255.23,,C9H13N5O4,,,,AID_1706,,135398740
1136,COc4cccc5[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c3nc2ccccc2s3)cc45,,Active,SARS_CoV,3CLpro_cov,,,,,0.006,,,,,575.69,,C30H33N5O5S,,,,10.1021/acs.jmedchem.5b01461,59,
1137,CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-12.49,6 µM,835.09,,C42H78N2O14,,,,AID_1706,,6473883
1138,C1=CC(=CC(=C1)O)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC4=NC=CS4,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,349.42,,C19H15N3O2S,,,,AID_652038,,3570131
1139,CNc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,,Active,SARS_CoV,3CLpro_cov,2.1,Enzymo,,,,,,,,377.47,,C20H19N5OS,,,,http://dx.doi.org/10.1016/j.bmcl.2013.08.112,,
1140,C1=CC(=CC(=C1)NC(=O)NCCNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)C(F)(F)F,,Active,SARS_CoV,3CLpro_cov,,,,,,,,16.36,6 µM,547.37,,C21H18F9N3O4,,,,AID_1706,,3293421
1141,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,6.61,6 µM,323.42,,C15H21N3O3S,,,,AID_1706,,3475
1142,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-2.34,6 µM,502.58,,C28H35FO7,,,,AID_1706,,443958
1143,CCCCNC(=O)C1CCN(CC1)S(=O)(=O)C2=C(ON=C2C)/C=C\C3=CC=C(C=C3)OC,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,461.58,,C23H31N3O5S,,,,AID_652038,,9551365
1144,CCOC1=C(C=C(C=C1)/C=C\2/C3=CC(=C(C=C3CCN2)OCC)OCC)OCC,,Active,SARS_CoV-2,Viral_cov-2,6.07,Viral,,,,,,,,397.52,,C24H31NO4,,,,AID_1409599,,1712095
1145,O=C(Oc1cncc(Cl)c1)c2cccc3cc[nH]c23,,Active,SARS_CoV,3CLpro_cov,0.08,Enzymo,,,,12.1,,,,272.69,,C14H9ClN2O2,,,,10.1021/acs.jmedchem.5b01461,128,
1146,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,436.43,,C23H31Cl2N3O,,,,AID_1409595,,71587
1147,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,436.43,,C23H31Cl2N3O,,,,AID_1409595,,71587
1148,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,436.43,,C23H31Cl2N3O,,,,AID_1409595,,71587
1149,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,436.43,,C23H31Cl2N3O,,,,AID_1409595,,71587
1150,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-6.9,6 µM,232.24,,C12H12N2O3,,,,AID_1706,,4421
1151,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,1.76,6 µM,395.48,,C23H26FN3O2,,,,AID_1706,,5265
1152,Cc3ccc2nc(c1ccc(N)cc1)sc2c3S(=O)(=O)O,,Active,SARS_CoV,3CLpro_cov,4.3,Enzymo,,,,,,,,320.4,,C14H12N2O3S2,,,,10.1016/j.chembiol .2004.08.011,MAC-8120,
1153,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,749,,C38H72N2O12,,,,AID_1409595,,447043
1154,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,,,,749,,C38H72N2O12,,,,AID_1409595,,447043
1155,C1CN(CCN1CC2=CC=C(N2)C3=CC=C(C=C3)F)C4=CC=CC5=C4OC=C5,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,1.1,,,375.45,,C23H22FN3O,,,,AID_1409578,,208917
1156,CC1=NN(C2=C1C(=CC(=N2)NNC(=O)NC3=CC(=NC(=C3)Cl)Cl)C(C)C)C,,Active,SARS_CoV-2,Viral_cov-2,5.97,Viral,,,,,,,,408.29,,C17H19Cl2N7O,,,,AID_1409599,,10223146
1157,C1COCCN1C(=O)OC2=CC3=C(C=CC=C3OC(=O)N4CCOCC4)C=C2,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.57,6 µM,386.4,,C20H22N2O6,,,,AID_1706,,649992
1158,N12C(=O)CCCCC(=O)N([C@@H](C(=O)N3N(C(=O)[C@H](N(C(=O)CC)c4ccc(cc4)[C@@]4(CC[C@@](c5ccc2cc5)(CC4)C)C)c2cnccc2)[C@]2([C@H](NC(=O)[C@H](N(C(=O)CC)c4ccc(cc4)C(C)(C)C)c4cnccc4)COC)CCO[C@H]([C@H](OC)C[C@@H](NC(=O)[C@H]1c1cnccc1)C3)C2)c1cnccc1)c1ccc(cc1)C(C)(C)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,1571.98,,C93H110N12O11,,,,5RL4.pdb,,
1159,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4.C(CC(=O)O)C(=O)O,,Active,SARS_CoV-2,Viral_cov-2,18.27,Viral,,,,,,,,464.91,,C24H21ClN4O4,,,,AID_1409599,,151193
1160,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,2.28,6 µM,650.98,,C15H12I3NO4,,,,AID_1706,,5920
1161,CCN(CC)c1ccc(C(=O)On2nnc3ccccc32)cc1,,Active,SARS_CoV,3CLpro_cov,11.1,Enzymo,,,,,,,,310.36,,C17H18N4O2,,,,http://dx.doi.org/10.1021/jm301580n,,
1162,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-2.54,6 µM,494.53,,C26H32F2O7,,,,AID_1706,,71414
1163,COC(=O)C1=C(SC(=C1)C2=CC=CC=C2)N,,Active,SARS_CoV,3CLpro_cov,,,,,,,,51.17,6 µM,233.29,,C12H11NO2S,,,,AID_1706,,705256
1164,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)CCl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,220.66,,C11H9ClN2O,,,,AID_652038,,856019
1165,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,3.61,6 µM,285.69,,C10H12ClN5O3,,,,AID_1706,,20279
1166,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-0.75,6 µM,285.69,,C10H12ClN5O3,,,,AID_1706,,20279
1167,CC1=CC(=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CC=C2C)C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.75,6 µM,444.82,,C19H20Cl3N3OS,,,,AID_1706,,2829992
1168,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,4.33,6 µM,418.45,,C21H26N2O7,,,,AID_1706,,4497
1169,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-0.82,6 µM,278.31,,C13H18N4O3,,,,AID_1706,,4740
1170,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-5.16,6 µM,278.31,,C13H18N4O3,,,,AID_1706,,4740
1171,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-6.2,6 µM,347.46,,C22H25N3O,,,,AID_1706,,33625
1172,Cc1c(O)c(=O)cc2c1=C/C=C/4[C@@]2(C)CC[C@@]5(C)C3C[C@@H](C)C(=O)C[C@]3(C)CC[C@]45C,pritimererin: quinone-methide triterpenoid,Active,SARS_CoV,3CLpro_cov,9.9,Enzymo,,,,,,,,420.59,,C28H36O3,,,,10.1021/acs.jmedchem.5b01461,95,
1173,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc3ccccc3)C(C)C,,Active,SARS_CoV,3CLpro_cov,13.2,Enzymo,,,2.26,,,,,606.72,,C33H42N4O7,,,,10.1021/acs.jmedchem.5b01461,16,
1174,CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=NN2C)C3=CC=CC=C3)Cl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.59,6 µM,361.85,,C17H16ClN3O2S,,,,AID_1706,,2815268
1175,COc1ccc(C2C(O)C(c3c[nH]c4ccccc34)=NN2C(=O)CCl)cc1,,Active,SARS_CoV,3CLpro_cov,3.583,Enzymo,,,,,,,,383.84,,C20H18ClN3O3,,,,AID_1890,,
1176,COC1=CC(=C(C=C1)OC)C2C=C(NC(=S)N2)C34CC5CC(C3)CC(C5)C4,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,384.54,,C22H28N2O2S,,,,AID_652038,,4588426
1177,CC(C)C12CN(CC(C1=O)(CN(C2)C(=O)C3=CC=CC=C3[N+](=O)[O-])C(C)C)C(=O)C4=CC=CC=C4[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,,,,,,29.33,6 µM,522.56,,C27H30N4O7,,,,AID_1706,,1420934
1178,CC1=NC2=CC=CC3=C2C(=CC=C3)N1C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.66,6 µM,196.25,,C13H12N2,,,,AID_1706,,215090
1179,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,,Active,SARS_CoV,3CLpro_cov,2.9,Enzymo,,,,,,,,419.51,,C22H21N5O2S,,,,http://dx.doi.org/10.1016/j.bmcl.2013.08.112,,
1180,C1=CC(=CC=C1F)SCC(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.88,6 µM,330.34,,C16H11FN2O3S,,,,AID_1706,,7254819
1181,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,,Active,SARS_CoV-2,Viral_cov-2,0.87,Viral,,,,,,,,612.75,,C26H37FN6O6S2,,,,AID_1409599,,11570805
1182,CC[C@]12[C@@H]3[C@H]([C@H](N1C(=O)N(C2=O)C4=CC(=CC=C4)F)C5=CC=C(C=C5)F)C(=O)N(C3=O)C6CCCCC6,,Active,SARS_CoV,3CLpro_cov,,,,,,,,16.27,6 µM,507.54,,C28H27F2N3O4,,,,AID_1706,,24790041
1183,C/C(=N\NC(=S)NCCOC)/C1=CC=C(C=C1)OC,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,281.38,,C13H19N3O2S,,,,AID_652038,,9627256
1184,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-5.85,6 µM,295.41,,C14H21N3O2S,,,,AID_1706,,5358
1185,CCC(C)(C)NC(=O)C(C1=CC=C(C=C1)O)N(C2=CC=C(C=C2)NC(=O)C)C(=O)CN3C4=CC=CC=C4N=N3,,Active,SARS_CoV,3CLpro_cov,,,,,,,,27.54,6 µM,528.61,,C29H32N6O4,,,,AID_1706,,3198832
1186,O=C(Oc1cncc(Cl)c1)c1ccco1,,Active,SARS_CoV,3CLpro_cov,0.06,Enzymo,,,,,,,,223.62,,C10H6ClNO3,,,,https://doi.org/10.1021/jm061425k,,
1187,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC(=O)C4=CC=CC=C4O3,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.66,6 µM,334.38,,C20H18N2O3,,,,AID_1706,,2078229
1188,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-2.33,6 µM,207.23,,C8H17NO5,,,,AID_1706,,441314
1189,n1c(c2ccccc2)c(NC(=O)OC)sc1C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,248.31,,C12H12N2O2S,,,,5rfc.pdb,,
1190,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,,Active,SARS_CoV-2,Viral_cov-2,1.55,Viral,,,,,,,,637.04,,C28H24ClF3N4O6S,,,,AID_1409599,,406563
1191,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,,Active,SARS_CoV,3CLpro_cov,16,Enzymo,,,,,,,,300.38,,C16H16N2O2S,,,,AID_269112,,
1192,C1COC(N1S(=O)(=O)C2=CC3=C(C=C2)OCCO3)CNC(=O)C(=O)NCCC4=CC=CC=C4,,Active,SARS_CoV,3CLpro_cov,,,,,,,,14.79,6 µM,475.52,,C22H25N3O7S,,,,AID_1706,,16812389
1193,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,,Active,SARS_CoV,3CLpro_cov,18,Enzymo,,,,,,,,360.42,,C14H12N6O2S2,,,,AID_269112,,
1194,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,1.85,6 µM,275.35,,C15H21N3O2,,,,AID_1706,,5983
1195,CCCCCCCCCCCCCCCCCC[S+](CCC)C1=CC=CC=C1C(=O)OCC,,Active,SARS_CoV-2,Viral_cov-2,0.77,Viral,,,,,,,,477.82,,C30H53O2S+,,,,AID_1409599,,4581100
1196,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-7.29,6 µM,236.27,,C15H12N2O,,,,AID_1706,,2554
1197,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-1.38,6 µM,705.65,,C35H38Cl2N8O4,,,,AID_1706,,3793
1198,C1=CC2=C(C=C1OC(F)(F)F)NC(=N2)C3=NC=C(C=C3)OCCOCCOC4=CN=C(C=C4)C5=NC6=C(N5)C=C(C=C6)OC(F)(F)F,,Active,SARS_CoV-2,Viral_cov-2,0.19,Viral,,,,,,,,660.53,,C30H22F6N6O5,,,,AID_1409599,,49806644
1199,Cc1c(C(=O)CC2OC(=O)C(Cl)=C2Cl)sc2ccc(Cl)cc12,,Active,SARS_CoV,3CLpro_cov,7,Enzymo,,,,,,,,375.66,,C15H9Cl3O3S,,,,https://doi.org/10.1016/j.chembiol.2004.08.011,,
1200,Cn3cnc2cc(NC(=O)c1ccc(Cl)cc1)ccc23,,Active,SARS_CoV,3CLpro_cov,18.2,Enzymo,,,,,,,,285.73,,C15H12ClN3O,,,,10.1021/acs.jmedchem.5b01461,189,
1201,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,,Inactive,SARS_CoV-2,Viral_cov-2,,,,,,,,,,333.47,,C20H31NO3,,,,AID_1409614,,2562
1202,CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c2c[nH]cn2)c3ccc(C(C)(C)C)cc3,,Active,SARS_CoV,3CLpro_cov,6,Enzymo,,,,,,,,433.56,,C25H31N5O2,,,,10.1021/acs.jmedchem.5b01461,150,
1203,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,Active,SARS_CoV,3CLpro_cov,15.75,Enzymo,,,,,,,,288.3,,C16H16O5,,,,https://www.nature.com/articles/s41586-020-2223-y,,
1204,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NNC3=NC4=C(C=CC=C4S3)C,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,503.61,,C22H25N5O5S2,,,,AID_652038,,12006204
1205,CC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](C3=CC=C(C=C3)F)C(F)(F)F,,Active,SARS_CoV-2,Viral_cov-2,,,,,,,0.3,,,535.56,,C23H29F4N3O5S,,,,AID_1409578,,70945511
1206,O=S(=O)(Cc1nc(-c2ccc(Cl)s2)cs1)c1cccs1,,Active,SARS_CoV,3CLpro_cov,18,Enzymo,,,,,,,,361.92,,C12H8ClNO2S4,,,,AID_269112,,
1207,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,20,Enzymo,,,,,,,,334.43,,C14H14N4O2S2,,,,AID_269112,,
1208,N1(CCN(C(=O)Nc2ccccc2)CC1)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,219.29,,C12H17N3O,,,,5rgg.pdb,,
1209,C1=CC=C2C(=C1)N=CC(=N2)OC3=CC=C(C=C3)NC(=O)CCl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,313.74,,C16H12ClN3O2,,,,AID_652038,,1473245
1210,CC1=C(C=C(C=C1)C(=O)NCCN2CCOCC2)C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.36,6 µM,262.35,,C15H22N2O2,,,,AID_1706,,1105927
1211,CC1=CC(=NO1)NC(=O)COC(=O)C(C(C)C)NC2=C(C=C(C=C2)C(F)(F)F)Cl,,Active,SARS_CoV,3CLpro_cov,,,,,,,,14.31,6 µM,433.81,,C18H19ClF3N3O4,,,,AID_1706,,2997527
1212,C/C(=N\NC(=O)C1=CC(=C(C=C1)Cl)Cl)/CN2N=C(N=N2)[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.73,6 µM,358.14,,C11H9Cl2N7O3,,,,AID_1706,,5341357
1213,CC1=CC=C(C=C1)NCCCC(=O)N/N=C(\C)/C2=CC=CC=N2,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,310.4,,C18H22N4O,,,,AID_652038,,9704647
1214,C1=CC=C(C(=C1)/C=C/C=N/N2C(=NNC2=S)C3=CC=CO3)[N+](=O)[O-],,Active,SARS_CoV,3CLpro_cov,,,,,,,,15.35,6 µM,341.35,,C15H11N5O3S,,,,AID_1706,,6878045
1215,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,15.2,6 µM,456.49,,C25H28O8,,,,AID_1706,,73157
1216,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,3.74,6 µM,327.34,,C18H17NO5,,,,AID_1706,,5282230
1217,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-0.85,6 µM,327.34,,C18H17NO5,,,,AID_1706,,5282230
1218,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O,,Active,SARS_CoV-2,Viral_cov-2,7.59,Viral,,,,,,,,417.87,,C18H29ClN3O4P,,,,AID_1409585,,68539
1219,CC1CCCC(N1NC(=S)NC2=CC(=CC=C2)OC)C,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,293.44,,C15H23N3OS,,,,AID_652038,,3571297
1220,O=C1C(=O)N(Cc2csc3ccccc23)C2C=CC(I)=CC12,,Active,SARS_CoV,3CLpro_cov,0.95,Enzymo,,,,,,,,421.26,,C17H12INO2S,,,,http://dx.doi.org/10.1021/jm301580n,,
1221,C1=CC=C(C(=C1)C(=O)CC2(C3=CC=CC=C3N(C2=O)CC(=O)N)O)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,16.41,6 µM,340.34,,C18H16N2O5,,,,AID_1706,,2925127
1222,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-4.23,6 µM,358.43,,C21H26O5,,,,AID_1706,,5865
1223,COC(=O)c2cc1c(O)cc(C(F)(F)F)nc1o2,,Active,SARS_CoV,3CLpro_cov,7,Enzymo,,,,,,,,261.15,,C10H6F3NO4,,,,10.1016/j.chembiol .2004.08.011,MAC-13985,
1224,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,,Active,SARS_CoV-2,Viral_cov-2,6.92,Viral,,,,,,,,469.67,,C32H39NO2,,,,AID_1409579,,3191
1225,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-2.94,6 µM,270.21,,C12H9F3N2O2,,,,AID_1706,,3899
1226,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,,Inactive,SARS_CoV-2,Viral_cov-2,0.67608,Viral,,,,,,,,356.45,,C19H20N2O3S,,,,AID_1409607,,4829
1227,COc3ccc(c2cc(=O)c1c(O)cc(O)cc1o2)cc3c5c(O)cc(O)c6c(=O)cc(c4ccc(O)cc4)oc56,,Active,SARS_CoV,3CLpro_cov,72.3,Enzymo,,,,,,,,552.49,,C31H20O10,,,,10.1021/acs.jmedchem.5b01461,87,
1228,N1(CCC(C(=O)N(C)c2ccccc2)CC1)C(=O)C,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,260.34,,C15H20N2O2,,,,5rhf.pdb,,
1229,Nc1ccccc1C(=O)On3nnc2ccccc23,,Active,SARS_CoV,3CLpro_cov,,,,,0.0195,,,,,254.25,,C13H10N4O2,,,,10.1021/acs.jmedchem.5b01461,111,
1230,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-27.67,6 µM,412.95,,C21H21ClN4OS,,,,AID_1706,,60854
1231,N(C(=O)C)[C@@H](Cc1ccc(cc1)O)C(=O)NCC#CBr,,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,339.19,,C14H15BrN2O3,,,,5rg1.pdb,,
1232,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,4.13,6 µM,310.83,,C19H19ClN2,,,,AID_1706,,124087
1233,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,1.06,6 µM,310.83,,C19H19ClN2,,,,AID_1706,,124087
1234,C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C(C3=C(C=CC(=C3)Br)OCC(=O)O)C4=C(NC5=CC=CC=C54)C(=O)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.07,6 µM,563.36,,C27H19BrN2O7,,,,AID_1706,,2966254
1235,CC1C(=O)NC2=C(S1)C=CC(=C2)S(=O)(=O)CCC(=O)N3CCN(CC3)C4=C(C=CC(=C4)C)C,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.86,6 µM,487.65,,C24H29N3O4S2,,,,AID_1706,,22551764
1236,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,,Active,SARS_CoV-2,Viral_cov-2,2.04,Viral,,,,,,,,530.66,,C30H42O8,,,,AID_1409579,,6364534
